item_name,item_id,trackable,bundle,cooking,crafting,quest,shipping,crop,fish,forage,spring,summer,fall,winter
Kyanite,550,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunarite,551,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachite,552,0,0,0,0,0,0,0,0,0,0,0,0,0
Neptunite,553,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemon Stone,554,0,0,0,0,0,0,0,0,0,0,0,0,0
Nekoite,555,0,0,0,0,0,0,0,0,0,0,0,0,0
Orpiment,556,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrified Slime,557,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunder Egg,558,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrite,559,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean Stone,560,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Crystal,561,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigerseye,562,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper,563,0,0,0,0,0,0,0,0,0,0,0,0,0
Opal,564,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Opal,565,0,0,0,0,0,0,0,0,0,0,0,0,0
Celestine,566,0,0,0,0,0,0,0,0,0,0,0,0,0
Marble,567,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandstone,568,0,0,0,0,0,0,0,0,0,0,0,0,0
Granite,569,0,0,0,0,0,0,0,0,0,0,0,0,0
Basalt,570,0,0,0,0,0,0,0,0,0,0,0,0,0
Limestone,571,0,0,0,0,0,0,0,0,0,0,0,0,0
Soapstone,572,0,0,0,0,0,0,0,0,0,0,0,0,0
Hematite,573,0,0,0,0,0,0,0,0,0,0,0,0,0
Mudstone,574,0,0,0,0,0,0,0,0,0,0,0,0,0
Obsidian,575,0,0,0,0,0,0,0,0,0,0,0,0,0
Slate,576,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy Stone,577,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Shards,578,0,0,0,0,0,0,0,0,0,0,0,0,0
Prehistoric Scapula,579,0,0,0,0,0,0,0,0,0,0,0,0,0
Prehistoric Tibia,580,0,0,0,0,0,0,0,0,0,0,0,0,0
Prehistoric Skull,581,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletal Hand,582,0,0,0,0,0,0,0,0,0,0,0,0,0
Prehistoric Rib,583,0,0,0,0,0,0,0,0,0,0,0,0,0
Prehistoric Vertebra,584,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeletal Tail,585,0,0,0,0,0,0,0,0,0,0,0,0,0
Nautilus Fossil,586,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphibian Fossil,587,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Fossil,588,0,0,0,0,0,0,0,0,0,0,0,0,0
Trilobite,589,0,0,0,0,0,0,0,0,0,0,0,0,0
Artifact Spot,590,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip,591,1,0,0,0,0,1,1,0,0,1,0,0,0
Summer Spangle,593,1,0,0,0,0,1,1,0,0,0,1,0,0
Fairy Rose,595,1,0,0,0,0,1,1,0,0,0,0,1,0
Blue Jazz,597,1,0,0,0,0,1,1,0,0,1,0,0,0
Sprinkler,599,1,0,0,1,0,0,0,0,0,0,0,0,0
Plum Pudding,604,1,0,1,0,0,0,0,0,0,0,0,0,0
Artichoke Dip,605,1,0,1,0,0,0,0,0,0,0,0,0,0
Stir Fry,606,1,0,1,0,0,0,0,0,0,0,0,0,0
Roasted Hazelnuts,607,1,0,1,0,0,0,0,0,0,0,0,0,0
Pumpkin Pie,608,1,0,1,0,0,0,0,0,0,0,0,0,0
Radish Salad,609,1,0,1,0,0,0,0,0,0,0,0,0,0
Fruit Salad,610,1,0,1,0,0,0,0,0,0,0,0,0,0
Blackberry Cobbler,611,1,0,1,0,0,0,0,0,0,0,0,0,0
Cranberry Candy,612,1,0,1,0,0,0,0,0,0,0,0,0,0
Apple,613,1,0,0,0,0,1,1,0,0,0,0,1,0
Green Tea,614,1,0,0,0,0,1,0,0,0,0,0,0,0
Bruschetta,618,1,0,1,0,0,0,0,0,0,0,0,0,0
Quality Sprinkler,621,1,0,0,1,0,0,0,0,0,0,0,0,0
Cherry Sapling,628,0,0,0,0,0,0,0,0,0,0,0,0,0
Apricot Sapling,629,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange Sapling,630,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Sapling,631,0,0,0,0,0,0,0,0,0,0,0,0,0
Pomegranate Sapling,632,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Sapling,633,0,0,0,0,0,0,0,0,0,0,0,0,0
Apricot,634,1,0,0,0,0,1,1,0,0,1,0,0,0
Orange,635,1,0,0,0,0,1,1,0,0,0,1,0,0
Peach,636,1,0,0,0,0,1,1,0,0,0,1,0,0
Pomegranate,637,1,0,0,0,0,1,1,0,0,0,0,1,0
Cherry,638,1,0,0,0,0,1,1,0,0,1,0,0,0
Iridium Sprinkler,645,1,0,0,1,0,0,0,0,0,0,0,0,0
Coleslaw,648,1,0,1,0,0,0,0,0,0,0,0,0,0
Fiddlehead Risotto,649,1,0,1,0,0,0,0,0,0,0,0,0,0
Poppyseed Muffin,651,1,0,1,0,0,0,0,0,0,0,0,0,0
Green Slime Egg,680,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain Totem,681,1,0,0,1,0,0,0,0,0,0,0,0,0
Mutant Carp,682,1,0,0,0,0,0,0,1,0,1,1,1,1
Bug Meat,684,1,0,0,0,0,1,0,0,0,0,0,0,0
Bait,685,1,0,0,1,0,0,0,0,0,0,0,0,0
Spinner,686,1,0,0,1,0,0,0,0,0,0,0,0,0
Dressed Spinner,687,1,0,0,1,0,0,0,0,0,0,0,0,0
Warp Totem: Farm,688,1,0,0,1,0,0,0,0,0,0,0,0,0
Warp Totem: Mountains,689,1,0,0,1,0,0,0,0,0,0,0,0,0
Warp Totem: Beach,690,1,0,0,1,0,0,0,0,0,0,0,0,0
Barbed Hook,691,1,0,0,1,0,0,0,0,0,0,0,0,0
Lead Bobber,692,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Hunter,693,1,0,0,1,0,0,0,0,0,0,0,0,0
Trap Bobber,694,1,0,0,1,0,0,0,0,0,0,0,0,0
Cork Bobber,695,1,0,0,1,0,0,0,0,0,0,0,0,0
Sturgeon,698,1,0,0,0,0,0,0,1,0,0,1,0,1
Tiger Trout,699,1,0,0,0,0,0,0,1,0,0,0,1,1
Bullhead,700,1,0,0,0,0,0,0,1,0,1,1,1,1
Tilapia,701,1,0,0,0,0,0,0,1,0,0,1,1,0
Chub,702,1,0,0,0,0,0,0,1,0,1,1,1,1
Magnet,703,1,0,0,1,0,0,0,0,0,0,0,0,0
Dorado,704,1,0,0,0,0,0,0,1,0,0,1,0,0
Albacore,705,1,0,0,0,0,0,0,1,0,0,0,1,1
Shad,706,1,0,0,0,0,0,0,1,0,1,1,1,0
Lingcod,707,1,0,0,0,0,0,0,1,0,0,0,0,1
Halibut,708,1,0,0,0,0,0,0,1,0,1,1,0,1
Hardwood,709,1,0,0,0,0,1,0,0,0,0,0,0,0
Crab Pot,710,1,0,0,1,0,0,0,0,0,0,0,0,0
Lobster,715,1,0,0,0,0,0,0,1,0,1,1,1,1
Crayfish,716,1,0,0,0,0,0,0,1,0,1,1,1,1
Crab,717,1,0,0,0,0,0,0,1,0,1,1,1,1
Cockle,718,1,0,0,0,0,0,0,1,0,1,1,1,1
Mussel,719,1,0,0,0,0,0,0,1,0,1,1,1,1
Shrimp,720,1,0,0,0,0,0,0,1,0,1,1,1,1
Snail,721,1,0,0,0,0,0,0,1,0,1,1,1,1
Periwinkle,722,1,0,0,0,0,0,0,1,0,1,1,1,1
Oyster,723,1,0,0,0,0,0,0,1,0,1,1,1,1
Maple Syrup,724,1,0,0,0,0,1,0,0,0,0,0,0,0
Oak Resin,725,1,0,0,0,0,1,0,0,0,0,0,0,0
Pine Tar,726,1,0,0,0,0,1,0,0,0,1,1,1,1
Chowder,727,1,0,1,0,0,0,0,0,0,0,0,0,0
Fish Stew,728,1,0,1,0,0,0,0,0,0,0,0,0,0
Escargot,729,1,0,1,0,0,0,0,0,0,0,0,0,0
Lobster Bisque,730,1,0,1,0,0,0,0,0,0,0,0,0,0
Maple Bar,731,1,0,1,0,0,0,0,0,0,0,0,0,0
Crab Cakes,732,1,0,1,0,0,0,0,0,0,0,0,0,0
Shrimp Cocktail,733,1,0,1,0,0,0,0,0,0,0,0,0,0
Woodskip,734,1,0,0,0,0,0,0,1,0,1,1,1,1
Strawberry Seeds,745,0,0,0,0,0,0,0,0,0,1,0,0,0
Jack-O-Lantern,746,1,0,0,1,0,0,0,0,0,0,0,0,0
Rotten Plant,747,0,0,0,0,0,0,0,0,0,0,0,0,0
Omni Geode,749,0,0,0,0,0,0,0,0,0,0,0,0,0
Slime,766,1,0,0,0,0,1,0,0,0,0,0,0,0
Bat Wing,767,1,0,0,0,0,1,0,0,0,0,0,0,0
Solar Essence,768,1,0,0,0,0,1,0,0,0,0,0,0,0
Void Essence,769,1,0,0,0,0,1,0,0,0,0,0,0,0
Mixed Seeds,770,0,0,0,0,0,0,0,0,0,1,1,1,1
Fiber,771,1,0,0,0,0,1,0,0,0,0,0,0,0
Oil of Garlic,772,1,0,0,1,0,0,0,0,0,0,0,0,0
Life Elixir,773,1,0,0,1,0,0,0,0,0,0,0,0,0
Wild Bait,774,1,0,0,1,0,0,0,0,0,0,0,0,0
Glacierfish,775,1,0,0,0,0,0,0,1,0,0,0,0,1
Battery Pack,787,1,0,0,0,0,1,0,0,0,0,0,0,0
Lost Axe,788,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Purple Shorts,789,0,0,0,0,0,0,0,0,0,0,0,0,0
Berry Basket,790,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Coconut,791,0,0,0,0,0,0,0,0,0,0,0,0,0
Void Salmon,795,1,0,0,0,0,0,0,1,0,1,1,1,1
Slimejack,796,1,0,0,0,0,0,0,1,0,1,1,1,1
Pearl,797,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Squid,798,1,0,0,0,0,0,0,1,0,0,0,0,1
Spook Fish,799,1,0,0,0,0,0,0,1,0,0,0,0,1
Blobfish,800,1,0,0,0,0,0,0,1,0,0,0,0,1
Wedding Ring,801,0,0,0,0,0,0,0,0,0,0,0,0,0
Cactus Seeds,802,0,0,0,0,0,0,0,0,0,0,0,0,0
Iridium Milk,803,0,0,0,0,0,0,0,0,0,0,0,0,0
Tree Fertilizer,805,1,0,0,1,0,0,0,0,0,0,0,0,0
Dinosaur Mayonnaise,807,1,0,0,0,0,1,0,0,0,0,0,0,0
Void Ghost Pendant,808,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie Ticket,809,0,0,0,0,0,0,0,0,0,0,0,0,0
Crabshell Ring,810,0,0,0,0,0,0,0,0,0,0,0,0,0
Napalm Ring,811,0,0,0,0,0,0,0,0,0,0,0,0,0
Roe,812,1,0,0,0,0,1,0,0,0,0,0,0,0
Squid Ink,814,1,0,0,0,0,1,0,0,0,0,0,0,0
Tea Leaves,815,1,0,0,0,0,1,1,0,0,1,1,1,0
Fossilized Skull,820,0,0,0,0,0,0,0,0,0,0,0,0,0
Fossilized Spine,821,0,0,0,0,0,0,0,0,0,0,0,0,0
Fossilized Tail,822,0,0,0,0,0,0,0,0,0,0,0,0,0
Fossilized Leg,823,0,0,0,0,0,0,0,0,0,0,0,0,0
Fossilized Ribs,824,0,0,0,0,0,0,0,0,0,0,0,0,0
Snake Skull,825,0,0,0,0,0,0,0,0,0,0,0,0,0
Snake Vertebrae,826,0,0,0,0,0,0,0,0,0,0,0,0,0
Mummified Bat,827,0,0,0,0,0,0,0,0,0,0,0,0,0
Mummified Frog,828,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginger,829,1,0,0,0,0,1,1,0,0,1,1,1,1
Taro Root,830,1,0,0,0,0,1,1,0,0,1,1,1,1
Taro Tuber,831,0,0,0,0,0,0,0,0,0,1,1,1,1
Pineapple,832,1,0,0,0,0,1,1,0,0,1,1,1,1
Pineapple Seeds,833,0,0,0,0,0,0,0,0,0,1,1,1,1
Mango,834,1,0,0,0,0,1,1,0,0,1,1,1,1
Mango Sapling,835,0,0,0,0,0,0,0,0,0,0,0,0,0
Stingray,836,1,0,0,0,0,0,0,1,0,1,1,1,1
Lionfish,837,1,0,0,0,0,0,0,1,0,1,1,1,1
Blue Discus,838,1,0,0,0,0,0,0,1,0,1,1,1,1
Thorns Ring,839,1,0,0,1,0,0,0,0,0,0,0,0,0
Rustic Plank Floor,840,1,0,0,1,0,0,0,0,0,0,0,0,0
Stone Walkway Floor,841,1,0,0,1,0,0,0,0,0,0,0,0,0
Journal Scrap,842,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinder Shard,848,1,0,0,0,0,1,0,0,0,0,0,0,0
Magma Cap,851,1,0,0,0,0,1,0,0,1,1,1,1,1
Dragon Tooth,852,0,0,0,0,0,0,0,0,0,0,0,0,0
Curiosity Lure,856,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Slime Egg,857,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi Gem,858,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Ring,859,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Java Ring,860,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection Ring,861,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Sapper Ring,862,0,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix Ring,863,0,0,0,0,0,0,0,0,0,0,0,0,0
War Memento,864,0,0,0,0,0,0,0,0,0,0,0,0,0
Gourmet Tomato Salt,865,0,0,0,0,0,0,0,0,0,0,0,0,0
Stardew Valley Rose,866,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced TV Remote,867,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic Shard,868,0,0,0,0,0,0,0,0,0,0,0,0,0
Wriggling Worm,869,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirate's Locket,870,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy Dust,872,1,0,0,1,0,0,0,0,0,0,0,0,0
Pina Colada,873,0,0,0,0,0,0,0,0,0,0,0,0,0
Bug Steak,874,1,0,0,1,0,0,0,0,0,0,0,0,0
Ectoplasm,875,0,0,0,0,0,0,0,0,0,0,0,0,0
Prismatic Jelly,876,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality Bobber,877,1,0,0,1,0,0,0,0,0,0,0,0,0
Monster Musk,879,1,0,0,1,0,0,0,0,0,0,0,0,0
Combined Ring,880,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone Fragment,881,1,0,0,0,0,1,0,0,0,0,0,0,0
Fiber Seeds,885,1,0,0,1,0,0,0,0,0,0,0,0,0
Warp Totem: Island,886,1,0,0,1,0,0,0,0,0,0,0,0,0
Immunity Band,887,0,0,0,0,0,0,0,0,0,0,0,0,0
Glowstone Ring,888,1,0,0,1,0,0,0,0,0,0,0,0,0
Qi Fruit,889,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi Bean,890,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom Tree Seed,891,0,0,0,0,0,0,0,0,0,0,0,0,0
Warp Totem: Qi's Arena,892,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireworks (Red),893,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireworks (Purple),894,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireworks (Green),895,0,0,0,0,0,0,0,0,0,0,0,0,0
Galaxy Soul,896,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre's Missing Stocklist,897,0,0,0,0,0,0,0,0,0,0,0,0,0
Son of Crimsonfish,898,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Angler,899,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend II,900,0,0,0,0,0,0,0,0,0,0,0,0,0
Radioactive Carp,901,0,0,0,0,0,0,0,0,0,0,0,0,0
Glacierfish Jr.,902,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginger Ale,903,1,0,1,0,0,0,0,0,0,0,0,0,0
Banana Pudding,904,1,0,1,0,0,0,0,0,0,0,0,0,0
Mango Sticky Rice,905,1,0,1,0,0,0,0,0,0,0,0,0,0
Poi,906,1,0,1,0,0,0,0,0,0,0,0,0,0
Tropical Curry,907,1,0,1,0,0,0,0,0,0,0,0,0,0
Magic Bait,908,1,0,0,1,0,0,0,0,0,0,0,0,0
Radioactive Ore,909,1,0,0,0,0,1,0,0,0,0,0,0,0
Radioactive Bar,910,1,0,0,0,0,1,0,0,0,0,0,0,0
Horse Flute,911,0,0,0,0,0,0,0,0,0,0,0,0,0
Enricher,913,0,0,0,0,0,0,0,0,0,0,0,0,0
Pressure Nozzle,915,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi Seasoning,917,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyper Speed-Gro,918,1,0,0,1,0,0,0,0,0,0,0,0,0
Deluxe Fertilizer,919,1,0,0,1,0,0,0,0,0,0,0,0,0
Deluxe Retaining Soil,920,1,0,0,1,0,0,0,0,0,0,0,0,0
Squid Ink Ravioli,921,1,0,1,0,0,0,0,0,0,0,0,0,0
SupplyCrate,922,0,0,0,0,0,0,0,0,0,0,0,0,0
Slime Crate,925,0,0,0,0,0,0,0,0,0,0,0,0,0
Cookout Kit,926,1,0,0,1,0,0,0,0,0,0,0,0,0
Camping Stove,927,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Egg,928,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedge,929,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg (Any),10001,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturgeon Roe,10002,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish (Any),10003,0,0,0,0,0,0,0,1,0,1,1,1,1
Fruit (Any),10004,0,0,0,0,0,0,1,0,0,1,1,1,1
Vegetable (Any),10005,0,0,0,0,0,0,1,0,0,1,1,1,1
Parsnip (Gold Star),10006,0,0,0,0,0,0,1,0,0,1,0,0,0
Melon (Gold Star),10007,0,0,0,0,0,0,1,0,0,0,1,0,0
Corn (Gold Star),10008,0,0,0,0,0,0,1,0,0,0,1,1,0
Pumpkin (Gold Star),10009,0,0,0,0,0,0,1,0,0,0,0,1,0
Green Bean (Gold Star),10010,0,0,0,0,0,0,1,0,0,1,0,0,0
Potato (Gold Star),10011,0,0,0,0,0,0,1,0,0,1,0,0,0
Cauliflower (Gold Star),10012,0,0,0,0,0,0,1,0,0,1,0,0,0
Blueberry (Gold Star),10013,0,0,0,0,0,0,1,0,0,0,1,0,0
Hot Pepper (Gold Star),10014,0,0,0,0,0,0,1,0,0,0,1,0,0
Yam (Gold Star),10015,0,0,0,0,0,0,1,0,0,0,0,1,0
Eggplant (Gold Star),10016,0,0,0,0,0,0,1,0,0,0,0,1,0
Milk (Any),10017,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee House,10018,1,0,0,1,0,0,0,0,0,0,0,0,0
Cask,10019,1,0,0,1,0,0,0,0,0,0,0,0,0
Cheese Press,10020,1,0,0,1,0,0,0,0,0,0,0,0,0
Keg,10021,1,0,0,1,0,0,0,0,0,0,0,0,0
Loom,10022,1,0,0,1,0,0,0,0,0,0,0,0,0
Mayonnaise Machine,10023,1,0,0,1,0,0,0,0,0,0,0,0,0
Oil Maker,10024,1,0,0,1,0,0,0,0,0,0,0,0,0
Preserves Jar,10025,1,0,0,1,0,0,0,0,0,0,0,0,0
Barrel Brazier,10026,1,0,0,1,0,0,0,0,0,0,0,0,0
Campfire,10027,1,0,0,1,0,0,0,0,0,0,0,0,0
Carved Brazier,10028,1,0,0,1,0,0,0,0,0,0,0,0,0
Gold Brazier,10029,1,0,0,1,0,0,0,0,0,0,0,0,0
Iron Lamp-post,10030,1,0,0,1,0,0,0,0,0,0,0,0,0
Marble Brazier,10031,1,0,0,1,0,0,0,0,0,0,0,0,0
Skull Brazier,10032,1,0,0,1,0,0,0,0,0,0,0,0,0
Stone Brazier,10033,1,0,0,1,0,0,0,0,0,0,0,0,0
Stump Brazier,10034,1,0,0,1,0,0,0,0,0,0,0,0,0
Wood Lamp-post,10035,1,0,0,1,0,0,0,0,0,0,0,0,0
Wooden Brazier,10036,1,0,0,1,0,0,0,0,0,0,0,0,0
Bone Mill,10037,1,0,0,1,0,0,0,0,0,0,0,0,0
Charcoal Kiln,10038,1,0,0,1,0,0,0,0,0,0,0,0,0
Crystalarium,10039,1,0,0,1,0,0,0,0,0,0,0,0,0
Furnace,10040,1,0,0,1,0,0,0,0,0,0,0,0,0
Geode Crusher,10041,1,0,0,1,0,0,0,0,0,0,0,0,0
Heavy Tapper,10042,1,0,0,1,0,0,0,0,0,0,0,0,0
Lightning Rod,10043,1,0,0,1,0,0,0,0,0,0,0,0,0
Ostrich Incubator,10044,1,0,0,1,0,0,0,0,0,0,0,0,0
Recycling Machine,10045,1,0,0,1,0,0,0,0,0,0,0,0,0
Seed Maker,10046,1,0,0,1,0,0,0,0,0,0,0,0,0
Slime Egg-Press,10047,1,0,0,1,0,0,0,0,0,0,0,0,0
Slime Incubator,10048,1,0,0,1,0,0,0,0,0,0,0,0,0
Solar Panel,10049,1,0,0,1,0,0,0,0,0,0,0,0,0
Tapper,10050,1,0,0,1,0,0,0,0,0,0,0,0,0
Worm Bin,10051,1,0,0,1,0,0,0,0,0,0,0,0,0
Tub o' Flowers,10052,1,0,0,1,0,0,0,0,0,0,0,0,0
Wicked Statue,10053,1,0,0,1,0,0,0,0,0,0,0,0,0
Chest,10054,1,0,0,1,0,0,0,0,0,0,0,0,0
Stone Chest,10055,1,0,0,1,0,0,0,0,0,0,0,0,0
Dark Sign,10056,1,0,0,1,0,0,0,0,0,0,0,0,0
Stone Sign,10057,1,0,0,1,0,0,0,0,0,0,0,0,0
Wood Sign,10058,1,0,0,1,0,0,0,0,0,0,0,0,0
Deluxe Scarecrow,10059,1,0,0,1,0,0,0,0,0,0,0,0,0
Farm Computer,10060,1,0,0,1,0,0,0,0,0,0,0,0,0
Garden Pot,10061,1,0,0,1,0,0,0,0,0,0,0,0,0
Hopper,10062,1,0,0,1,0,0,0,0,0,0,0,0,0
Mini-Jukebox,10063,1,0,0,1,0,0,0,0,0,0,0,0,0
Mini-Obelisk,10064,1,0,0,1,0,0,0,0,0,0,0,0,0
Scarecrow,10065,1,0,0,1,0,0,0,0,0,0,0,0,0
Staircase,10066,1,0,0,1,0,0,0,0,0,0,0,0,0
Wild Seeds,10067,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mushroom (Any, + Effect)",10068,0,0,0,0,0,0,0,0,0,0,0,0,0
Moss,10069,1,0,0,0,0,1,0,0,0,1,1,1,1
Broccoli,10070,1,0,0,0,0,1,1,0,0,0,0,1,0
Carrot,10071,1,0,0,0,0,1,1,0,0,1,0,0,0
Dried Fruit,10072,1,0,0,0,0,1,0,0,0,0,0,0,0
Dried Mushrooms,10073,1,0,0,0,0,1,0,0,0,0,0,0,0
Mystic Syrup,10074,1,0,0,0,0,1,0,0,0,0,0,0,0
Powdermelon,10075,1,0,0,0,0,1,1,0,0,0,0,0,1
Raisins,10076,1,0,0,0,0,1,0,0,0,0,0,0,0
Smoked Fish,10077,1,0,0,0,0,1,0,0,0,0,0,0,0
Summer Squash,10078,1,0,0,0,0,1,1,0,0,0,1,0,0
Goby,10079,1,0,0,0,0,0,0,1,0,1,1,1,1
Cave Jelly,10080,1,0,0,0,0,0,0,1,0,1,1,1,1
River Jelly,10081,1,0,0,0,0,0,0,1,0,1,1,1,1
Sea Jelly,10082,1,0,0,0,0,0,0,1,0,1,1,1,1
Moss Soup,10083,1,0,1,0,0,0,0,0,0,0,0,0,0
Anvil,10084,1,0,0,1,0,0,0,0,0,0,0,0,0
Bait Maker,10085,1,0,0,1,0,0,0,0,0,0,0,0,0
Big Chest,10086,1,0,0,1,0,0,0,0,0,0,0,0,0
Big Stone Chest,10087,1,0,0,1,0,0,0,0,0,0,0,0,0
Blue Grass Starter,10088,1,0,0,1,0,0,0,0,0,0,0,0,0
Challenge Bait,10089,1,0,0,1,0,0,0,0,0,0,0,0,0
Dehydrator,10090,1,0,0,1,0,0,0,0,0,0,0,0,0
Deluxe Bait,10091,1,0,0,1,0,0,0,0,0,0,0,0,0
Deluxe Worm Bin,10092,1,0,0,1,0,0,0,0,0,0,0,0,0
Fish Smoker,10093,1,0,0,1,0,0,0,0,0,0,0,0,0
Heavy Furnace,10094,1,0,0,1,0,0,0,0,0,0,0,0,0
Mini-Forge,10095,1,0,0,1,0,0,0,0,0,0,0,0,0
Mushroom Log,10096,1,0,0,1,0,0,0,0,0,0,0,0,0
Sonar Bobber,10097,1,0,0,1,0,0,0,0,0,0,0,0,0
Statue Of Blessings,10098,1,0,0,1,0,0,0,0,0,0,0,0,0
Statue Of The Dwarf King,10099,1,0,0,1,0,0,0,0,0,0,0,0,0
Tent Kit,10100,1,0,0,1,0,0,0,0,0,0,0,0,0
Text Sign,10101,1,0,0,1,0,0,0,0,0,0,0,0,0
Treasure Totem,10102,1,0,0,1,0,0,0,0,0,0,0,0,0
Spring Foraging Bundle,20001,1,1,0,0,0,0,0,0,0,1,0,0,0
Summer Foraging Bundle,20002,1,1,0,0,0,0,0,0,0,0,1,0,0
Fall Foraging Bundle,20003,1,1,0,0,0,0,0,0,0,0,0,1,0
Winter Foraging Bundle,20004,1,1,0,0,0,0,0,0,0,0,0,0,1
Construction Bundle,20005,1,1,0,0,0,0,0,0,0,0,0,0,0
Exotic Foraging Bundle,20006,1,1,0,0,0,0,0,0,0,0,0,0,0
Spring Crops Bundle,20007,1,1,0,0,0,0,0,0,0,0,0,0,0
Summer Crops Bundle,20008,1,1,0,0,0,0,0,0,0,0,0,0,0
Fall Crops Bundle,20009,1,1,0,0,0,0,0,0,0,0,0,0,0
Quality Crops Bundle,20010,1,1,0,0,0,0,0,0,0,0,0,0,0
Animal Bundle,20011,1,1,0,0,0,0,0,0,0,0,0,0,0
Artisan Bundle,20012,1,1,0,0,0,0,0,0,0,0,0,0,0
River Fish Bundle,20013,1,1,0,0,0,0,0,0,0,0,0,0,0
Lake Fish Bundle,20014,1,1,0,0,0,0,0,0,0,0,0,0,0
Ocean Fish Bundle,20015,1,1,0,0,0,0,0,0,0,0,0,0,0
Night Fishing Bundle,20016,1,1,0,0,0,0,0,0,0,0,0,0,0
Crab Pot Bundle,20017,1,1,0,0,0,0,0,0,0,0,0,0,0
Specialty Fish Bundle,20018,1,1,0,0,0,0,0,0,0,0,0,0,0
Blacksmith's Bundle,20019,1,1,0,0,0,0,0,0,0,0,0,0,0
Geologist's Bundle,20020,1,1,0,0,0,0,0,0,0,0,0,0,0
Adventurer's Bundle,20021,1,1,0,0,0,0,0,0,0,0,0,0,0
Chef's Bundle,20022,1,1,0,0,0,0,0,0,0,0,0,0,0
Dye Bundle,20023,1,1,0,0,0,0,0,0,0,0,0,0,0
Field Research Bundle,20024,1,1,0,0,0,0,0,0,0,0,0,0,0
Fodder Bundle,20025,1,1,0,0,0,0,0,0,0,0,0,0,0
Enchanter's Bundle,20026,1,1,0,0,0,0,0,0,0,0,0,0,0
Spring Foraging Bundle (Remixed),20027,1,1,0,0,0,0,0,0,0,0,0,0,0
Winter Foraging Bundle (Remixed),20028,1,1,0,0,0,0,0,0,0,0,0,0,0
Sticky Bundle (Remixed),20029,1,1,0,0,0,0,0,0,0,0,0,0,0
Wild Medicine Bundle (Remixed),20030,1,1,0,0,0,0,0,0,0,0,0,0,0
